VehicleSpawn(1,-5849.532227,210.963989,701.325195,0.997833,-0.013586,-0.000452,NULL,NULL)
VehicleSpawn(83 , -13830.122070, 223.709229, 5680.217285, -1.949464, 0.499946, 0.009367)
VehicleSpawn(83 , 9382.785156, 269.451752, 9663.336914, -1.239568, -0.046687, -0.009993)
VehicleSpawn(83 , 9191.792969, 274.305450, -11757.097656, -0.184552, -0.050646, -0.010028)
VehicleSpawn(83 , 6811.995117, 314.351654, 14550.715820, -1.222718, -0.301558, 0.010070)
VehicleSpawn(83 , 4943.921387, 553.019165, 1895.618408, 2.699023, 0.124797, 0.066160)
VehicleSpawn(83 , 2855.903564, 234.520157, 8618.758789, 2.993384, -0.007091, 0.010013)
VehicleSpawn(83 , -5404.601074, 435.641083, 8523.372070, 1.727926, 0.022720, 0.010015)
VehicleSpawn(11 , -15549.544922, 203.137970, -2498.696533, -2.535620, -0.016974, 0.010010)
VehicleSpawn(11 , 10659.504883, 329.944672, 4244.910645, 2.030116, -0.023751, 0.047157)
VehicleSpawn(32 , 13693.847656, 318.656647, 12104.801758, -0.079854, 0.039410, -0.049051)
VehicleSpawn(6 , 15226.918945, 200.255371, 12353.615234, -2.219429, 0.010572, 0.024336)
VehicleSpawn(22 , -1993.333984, 218.258820, 1279.744385, 0.442063, 0.247790, -0.010039)
